chamber,ecosystem_name,ecosystem_block,rep,gas,estimate,p.value,average_temp_kelvin,total_vol_m3,flux,units,date,plot,sensor_soil_moisture_percent,oven_soil_moisture_percent,plant_biomass_g,plant_cover_percent,soil_temperature_c
SW 1-2,SW,1,2,ch4,-0.001633456,0.111105399,290.05,0.007651811,-0.181058799,mugc-ch4_m2_d,9/30/22,SW_1,46.5,NA,47.23,15,14.6
SW 1-3,SW,1,3,ch4,-0.008106581,0.073959232,290.05,0.006955088,-0.816748258,mugc-ch4_m2_d,9/30/22,SW_1,43.4,NA,47.23,10,14.3
SW 1-4,SW,1,4,ch4,-0.006085896,0.552389144,290.2,0.01012201,-0.891896885,mugc-ch4_m2_d,9/30/22,SW_1,44.3,NA,47.23,20,14.4
SW 2-1,SW,2,1,ch4,-0.006130915,0.013784197,293.9,0.007588473,-0.665121275,mugc-ch4_m2_d,9/30/22,SW_2,12.6,NA,54.91,5,13.5
SW 2-2,SW,2,2,ch4,-0.049705144,0.049608248,293.7,0.007145104,-5.080736565,mugc-ch4_m2_d,9/30/22,SW_2,40.4,NA,54.91,NA,13.5
SW 2-3,SW,2,3,ch4,-0.012110271,0.005663906,294.05,0.007081765,-1.225448102,mugc-ch4_m2_d,9/30/22,SW_2,35.9,NA,54.91,5,13.7
SW 2-4,SW,2,4,ch4,-0.015165411,0.032698944,293.9,0.008538549,-1.851225865,mugc-ch4_m2_d,9/30/22,SW_2,12.9,NA,54.91,85,13.5
UP 1-1,UP,1,1,ch4,-0.00802162,0.856572217,294.6,0.009171934,-1.049327334,mugc-ch4_m2_d,9/30/22,UP_1,29.9,NA,81.85,5,15.3
UP 1-2,UP,1,2,ch4,-0.005477452,0.901097901,294.55,0.009551964,-0.746333489,mugc-ch4_m2_d,9/30/22,UP_1,28.9,NA,81.85,5,15.1
UP 1-3,UP,1,3,ch4,-0.00721613,0.012089705,294.2,0.007968503,-0.821219349,mugc-ch4_m2_d,9/30/22,UP_1,23.5,NA,81.85,NA,14.6
UP 1-4,UP,1,4,ch4,-0.011625525,0.010439076,294.6,0.007905165,-1.310724706,mugc-ch4_m2_d,9/30/22,UP_1,30.6,NA,81.85,NA,14.9
UP 2-1,UP,2,1,ch4,-0.004211455,0.010374818,289.1,0.00891858,-0.545884211,mugc-ch4_m2_d,9/30/22,UP_2,35.7,NA,95.3,NA,14.8
UP 2-2,UP,2,2,ch4,-0.004728121,0.442089327,290.05,0.006765073,-0.463349787,mugc-ch4_m2_d,9/30/22,UP_2,35.5,NA,95.3,5,15.1
UP 2-3,UP,2,3,ch4,-0.002831294,0.465075458,290.15,0.008981918,-0.368258009,mugc-ch4_m2_d,9/30/22,UP_2,38.5,NA,95.3,NA,14.9
UP 2-4,UP,2,4,ch4,-0.001333166,0.079125586,290.3,0.008475211,-0.163534114,mugc-ch4_m2_d,9/30/22,UP_2,30.1,NA,95.3,10,14.5
SW 1-1,SW,1,1,n2o,-0.000102005,0.400192027,290.15,0.006385043,-0.034563673,mugn-n2o_m2_d,9/30/22,SW_1,43.4,NA,47.23,20,14.5
SW 1-2,SW,1,2,n2o,0.000338042,0.204744115,290.05,0.007651811,0.137315791,mugn-n2o_m2_d,9/30/22,SW_1,46.5,NA,47.23,15,14.6
SW 1-3,SW,1,3,n2o,-0.000333564,0.827103373,290.05,0.006955088,-0.123159287,mugn-n2o_m2_d,9/30/22,SW_1,43.4,NA,47.23,10,14.3
SW 1-4,SW,1,4,n2o,-0.000232462,0.729058127,290.2,0.01012201,-0.124847632,mugn-n2o_m2_d,9/30/22,SW_1,44.3,NA,47.23,20,14.4
SW 2-1,SW,2,1,n2o,0.000722191,0.730905592,293.9,0.007588473,0.287121422,mugn-n2o_m2_d,9/30/22,SW_2,12.6,NA,54.91,5,13.5
SW 2-2,SW,2,2,n2o,-0.007547523,0.060252958,293.7,0.007145104,-2.827273023,mugn-n2o_m2_d,9/30/22,SW_2,40.4,NA,54.91,NA,13.5
SW 2-3,SW,2,3,n2o,0.000177927,0.642802684,294.05,0.007081765,0.065981392,mugn-n2o_m2_d,9/30/22,SW_2,35.9,NA,54.91,5,13.7
SW 2-4,SW,2,4,n2o,-5.40E-05,0.961249903,293.9,0.008538549,-0.024173471,mugn-n2o_m2_d,9/30/22,SW_2,12.9,NA,54.91,85,13.5
UP 1-1,UP,1,1,n2o,-0.001209119,0.227933005,294.6,0.009171934,-0.579636963,mugn-n2o_m2_d,9/30/22,UP_1,29.9,NA,81.85,5,15.3
UP 1-2,UP,1,2,n2o,-0.003074872,0.588863684,294.55,0.009551964,-1.535392534,mugn-n2o_m2_d,9/30/22,UP_1,28.9,NA,81.85,5,15.1
UP 1-3,UP,1,3,n2o,0.00018542,0.285024953,294.2,0.007968503,0.077330226,mugn-n2o_m2_d,9/30/22,UP_1,23.5,NA,81.85,NA,14.6
UP 1-4,UP,1,4,n2o,-0.000190388,0.271070371,294.6,0.007905165,-0.078664272,mugn-n2o_m2_d,9/30/22,UP_1,30.6,NA,81.85,NA,14.9
UP 2-1,UP,2,1,n2o,-0.001255101,0.244614514,289.1,0.00891858,-0.596190407,mugn-n2o_m2_d,9/30/22,UP_2,35.7,NA,95.3,NA,14.8
UP 2-2,UP,2,2,n2o,-0.000740559,0.578642343,290.05,0.006765073,-0.265961155,mugn-n2o_m2_d,9/30/22,UP_2,35.5,NA,95.3,5,15.1
UP 2-3,UP,2,3,n2o,-0.001822108,0.529928743,290.15,0.008981918,-0.86851917,mugn-n2o_m2_d,9/30/22,UP_2,38.5,NA,95.3,NA,14.9
UP 2-4,UP,2,4,n2o,-0.000334191,0.196615854,290.3,0.008475211,-0.150230038,mugn-n2o_m2_d,9/30/22,UP_2,30.1,NA,95.3,10,14.5
SW 1-1,SW,1,1,co2,3.320569732,0.0124529,285.4,0.006385043,0.312135521,mgc-co2_m2_d,10/19/22,SW_1,21.6,NA,54.86,NA,9.9
SW 1-2,SW,1,2,co2,4.873303049,0.003500193,285.25,0.007651811,0.549266019,mgc-co2_m2_d,10/19/22,SW_1,28.1,NA,54.86,NA,10.2
SW 1-3,SW,1,3,co2,2.797612738,0.014257317,285.15,0.006955088,0.286706528,mgc-co2_m2_d,10/19/22,SW_1,30.1,NA,54.86,5,11.1
SW 1-4,SW,1,4,co2,4.085003318,0.000369619,285.6,0.01012201,0.608305445,mgc-co2_m2_d,10/19/22,SW_1,22.5,NA,54.86,20,10.4
SW 2-1,SW,2,1,co2,7.706973061,3.60E-05,285.25,0.007588473,0.861456421,mgc-co2_m2_d,10/19/22,SW_2,17,NA,48.36,10,11
SW 2-2,SW,2,2,co2,8.607192359,0.00471355,285,0.007145104,0.906663087,mgc-co2_m2_d,10/19/22,SW_2,12.3,NA,48.36,5,10.5
SW 2-3,SW,2,3,co2,5.135704312,0.000225827,285.05,0.007081765,0.536094323,mgc-co2_m2_d,10/19/22,SW_2,21.4,NA,48.36,NA,10.8
SW 2-4,SW,2,4,co2,6.338338175,9.56E-05,285.1,0.008538549,0.797596052,mgc-co2_m2_d,10/19/22,SW_2,15.7,NA,48.36,65,11.1
UP 1-1,UP,1,1,co2,6.873411266,2.26E-06,284.7,0.009171934,0.930393174,mgc-co2_m2_d,10/19/22,UP_1,26.8,NA,52.51,10,10.6
UP 1-2,UP,1,2,co2,4.497931544,0.003198649,284.85,0.009551964,0.633738404,mgc-co2_m2_d,10/19/22,UP_1,29.1,NA,52.51,15,11.1
UP 1-3,UP,1,3,co2,62.9330937,0.027767806,284.8,0.007968503,7.398378881,mgc-co2_m2_d,10/19/22,UP_1,31.1,NA,52.51,15,11.4
UP 1-4,UP,1,4,co2,5.396511014,0.00042108,284.6,0.007905165,0.629810421,mgc-co2_m2_d,10/19/22,UP_1,23.7,NA,52.51,5,10.8
UP 2-1,UP,2,1,co2,4.444310408,0.011721478,284.8,0.00891858,0.584764289,mgc-co2_m2_d,10/19/22,UP_2,21.4,NA,52.21,10,9.9
UP 2-2,UP,2,2,co2,4.731933462,0.000272763,284.65,0.006765073,0.472520505,mgc-co2_m2_d,10/19/22,UP_2,19.4,NA,52.21,10,10.1
UP 2-3,UP,2,3,co2,4.198809084,0.002126391,284.85,0.008981918,0.556288038,mgc-co2_m2_d,10/19/22,UP_2,18.7,NA,52.21,5,10.2
UP 2-4,UP,2,4,co2,6.997381892,0.000323535,284.75,0.008475211,0.875070603,mgc-co2_m2_d,10/19/22,UP_2,20.1,NA,52.21,5,9.8
SW 1-1,SW,1,1,ch4,-0.010197031,0.19756039,285.4,0.006385043,-0.958526977,mugc-ch4_m2_d,10/19/22,SW_1,21.6,NA,54.86,NA,9.9
SW 1-2,SW,1,2,ch4,-0.001124922,0.624765736,285.25,0.007651811,-0.126788991,mugc-ch4_m2_d,10/19/22,SW_1,28.1,NA,54.86,NA,10.2
SW 1-3,SW,1,3,ch4,-0.00220425,0.930915066,285.15,0.006955088,-0.225897244,mugc-ch4_m2_d,10/19/22,SW_1,30.1,NA,54.86,5,11.1
SW 1-4,SW,1,4,ch4,0.00193864,0.084434235,285.6,0.01012201,0.288686483,mugc-ch4_m2_d,10/19/22,SW_1,22.5,NA,54.86,20,10.4
SW 2-1,SW,2,1,ch4,-0.010951397,0.143208283,285.25,0.007588473,-1.22410594,mugc-ch4_m2_d,10/19/22,SW_2,17,NA,48.36,10,11
SW 2-2,SW,2,2,ch4,-0.016718882,0.313067783,285,0.007145104,-1.761130977,mugc-ch4_m2_d,10/19/22,SW_2,12.3,NA,48.36,5,10.5
SW 2-3,SW,2,3,ch4,-0.001700869,0.223147422,285.05,0.007081765,-0.17754652,mugc-ch4_m2_d,10/19/22,SW_2,21.4,NA,48.36,NA,10.8
SW 2-4,SW,2,4,ch4,-0.01245857,0.098536317,285.1,0.008538549,-1.567746358,mugc-ch4_m2_d,10/19/22,SW_2,15.7,NA,48.36,65,11.1
UP 1-1,UP,1,1,ch4,-0.012801223,0.481086409,284.7,0.009171934,-1.732788864,mugc-ch4_m2_d,10/19/22,UP_1,26.8,NA,52.51,10,10.6
UP 1-2,UP,1,2,ch4,0.007047787,0.857825287,284.85,0.009551964,0.993001649,mugc-ch4_m2_d,10/19/22,UP_1,29.1,NA,52.51,15,11.1
UP 1-3,UP,1,3,ch4,-0.028507536,0.033424344,284.8,0.007968503,-3.351329803,mugc-ch4_m2_d,10/19/22,UP_1,31.1,NA,52.51,15,11.4
UP 1-4,UP,1,4,ch4,-0.016631357,0.06582784,284.6,0.007905165,-1.94099521,mugc-ch4_m2_d,10/19/22,UP_1,23.7,NA,52.51,5,10.8
UP 2-1,UP,2,1,ch4,-0.045808482,0.040818989,284.8,0.00891858,-6.027293709,mugc-ch4_m2_d,10/19/22,UP_2,21.4,NA,52.21,10,9.9
UP 2-2,UP,2,2,ch4,-0.012501246,0.114421515,284.65,0.006765073,-1.248347074,mugc-ch4_m2_d,10/19/22,UP_2,19.4,NA,52.21,10,10.1
UP 2-3,UP,2,3,ch4,0.027198697,0.126909967,284.85,0.008981918,3.603476449,mugc-ch4_m2_d,10/19/22,UP_2,18.7,NA,52.21,5,10.2
UP 2-4,UP,2,4,ch4,-0.004062509,0.096831303,284.75,0.008475211,-0.508044561,mugc-ch4_m2_d,10/19/22,UP_2,20.1,NA,52.21,5,9.8
SW 1-1,SW,1,1,n2o,-0.001358218,0.122083107,285.4,0.006385043,-0.467883777,mugn-n2o_m2_d,10/19/22,SW_1,21.6,NA,54.86,NA,9.9
SW 1-2,SW,1,2,n2o,0.001017705,0.371450733,285.25,0.007651811,0.420357999,mugn-n2o_m2_d,10/19/22,SW_1,28.1,NA,54.86,NA,10.2
SW 1-3,SW,1,3,n2o,-0.000272996,0.947550236,285.15,0.006955088,-0.102528536,mugn-n2o_m2_d,10/19/22,SW_1,30.1,NA,54.86,5,11.1
SW 1-4,SW,1,4,n2o,3.86E-05,0.886969825,285.6,0.01012201,0.021088731,mugn-n2o_m2_d,10/19/22,SW_1,22.5,NA,54.86,20,10.4
SW 2-1,SW,2,1,n2o,-0.000163846,0.885182677,285.25,0.007588473,-0.067115445,mugn-n2o_m2_d,10/19/22,SW_2,17,NA,48.36,10,11
SW 2-2,SW,2,2,n2o,-0.001275513,0.243796863,285,0.007145104,-0.492387978,mugn-n2o_m2_d,10/19/22,SW_2,12.3,NA,48.36,5,10.5
SW 2-3,SW,2,3,n2o,0.000102266,0.711971524,285.05,0.007081765,0.03912122,mugn-n2o_m2_d,10/19/22,SW_2,21.4,NA,48.36,NA,10.8
SW 2-4,SW,2,4,n2o,-0.000100092,0.91499808,285.1,0.008538549,-0.046157586,mugn-n2o_m2_d,10/19/22,SW_2,15.7,NA,48.36,65,11.1
UP 1-1,UP,1,1,n2o,-0.000194496,0.945744634,284.7,0.009171934,-0.096481103,mugn-n2o_m2_d,10/19/22,UP_1,26.8,NA,52.51,10,10.6
UP 1-2,UP,1,2,n2o,0.002248698,0.746287563,284.85,0.009551964,1.161091,mugn-n2o_m2_d,10/19/22,UP_1,29.1,NA,52.51,15,11.1
UP 1-3,UP,1,3,n2o,-0.000721614,0.317403842,284.8,0.007968503,-0.310885291,mugn-n2o_m2_d,10/19/22,UP_1,31.1,NA,52.51,15,11.4
UP 1-4,UP,1,4,n2o,-9.82E-05,0.871115897,284.6,0.007905165,-0.041995239,mugn-n2o_m2_d,10/19/22,UP_1,23.7,NA,52.51,5,10.8
UP 2-1,UP,2,1,n2o,-0.00638584,0.08280667,284.8,0.00891858,-3.079161373,mugn-n2o_m2_d,10/19/22,UP_2,21.4,NA,52.21,10,9.9
UP 2-2,UP,2,2,n2o,-0.000591103,0.132099112,284.65,0.006765073,-0.216313377,mugn-n2o_m2_d,10/19/22,UP_2,19.4,NA,52.21,10,10.1
UP 2-3,UP,2,3,n2o,-0.000112331,0.726053816,284.85,0.008981918,-0.054539508,mugn-n2o_m2_d,10/19/22,UP_2,18.7,NA,52.21,5,10.2
UP 2-4,UP,2,4,n2o,-0.000698849,0.324848336,284.75,0.008475211,-0.320279118,mugn-n2o_m2_d,10/19/22,UP_2,20.1,NA,52.21,5,9.8
SW 1-1,SW,1,1,co2,6.758560214,0.000963213,294.15,0.006385043,0.616410308,mgc-co2_m2_d,11/2/22,SW_1,47.7,NA,NA,NA,9.6
SW 1-2,SW,1,2,co2,5.864607729,0.116685963,291.6,0.007651811,0.646601063,mgc-co2_m2_d,11/2/22,SW_1,46.3,NA,NA,NA,9.8
SW 1-3,SW,1,3,co2,6.065224194,3.92E-06,294.4,0.006955088,0.602049796,mgc-co2_m2_d,11/2/22,SW_1,46.8,NA,NA,NA,10.1
SW 1-4,SW,1,4,co2,5.449177382,0.001195391,292.55,0.01012201,0.792169899,mgc-co2_m2_d,11/2/22,SW_1,46.2,NA,NA,10,9.8
SW 2-1,SW,2,1,co2,8.212912059,0.000937032,293.65,0.007588473,0.891748304,mgc-co2_m2_d,11/2/22,SW_2,34.6,NA,NA,5,10.6
SW 2-2,SW,2,2,co2,8.312803828,0.000793129,291.25,0.007145104,0.856862001,mgc-co2_m2_d,11/2/22,SW_2,37.3,NA,NA,5,10.8
SW 2-3,SW,2,3,co2,6.057262,9.36E-05,293.7,0.007081765,0.613669664,mgc-co2_m2_d,11/2/22,SW_2,41.5,NA,NA,NA,10.4
SW 2-4,SW,2,4,co2,5.893135909,0.000893306,292.15,0.008538549,0.723678004,mgc-co2_m2_d,11/2/22,SW_2,21.3,NA,NA,35,10.6
UP 1-1,UP,1,1,co2,5.932500969,0.001241321,293.5,0.009171934,0.778953198,mgc-co2_m2_d,11/2/22,UP_1,36.3,NA,NA,NA,10.3
UP 1-2,UP,1,2,co2,5.644218838,0.00042685,291.05,0.009551964,0.778304692,mgc-co2_m2_d,11/2/22,UP_1,34.2,NA,NA,5,10.4
UP 1-3,UP,1,3,co2,8.900745466,6.11E-05,293.3,0.007968503,1.016042304,mgc-co2_m2_d,11/2/22,UP_1,37.7,NA,NA,NA,9.8
UP 1-4,UP,1,4,co2,6.349930879,0.000190278,291.95,0.007905165,0.722424039,mgc-co2_m2_d,11/2/22,UP_1,39.2,NA,NA,NA,11.1
UP 2-1,UP,2,1,co2,5.913753924,0.000402217,291.55,0.00891858,0.76009285,mgc-co2_m2_d,11/2/22,UP_2,38.1,NA,NA,NA,11
UP 2-2,UP,2,2,co2,6.716910708,0.003226091,289.2,0.006765073,0.660183256,mgc-co2_m2_d,11/2/22,UP_2,38.5,NA,NA,5,11.1
UP 2-3,UP,2,3,co2,5.000956575,0.004045325,291.65,0.008981918,0.647114185,mgc-co2_m2_d,11/2/22,UP_2,42.5,NA,NA,NA,10.9
UP 2-4,UP,2,4,co2,9.19345081,0.014395627,289.05,0.008475211,1.13260072,mgc-co2_m2_d,11/2/22,UP_2,32.9,NA,NA,5,10.4
SW 1-1,SW,1,1,ch4,-0.001430882,0.456023255,294.15,0.006385043,-0.130502708,mugc-ch4_m2_d,11/2/22,SW_1,47.7,NA,NA,NA,9.6
SW 1-2,SW,1,2,ch4,-0.010187767,0.601573483,291.6,0.007651811,-1.123250076,mugc-ch4_m2_d,11/2/22,SW_1,46.3,NA,NA,NA,9.8
SW 1-3,SW,1,3,ch4,-0.001277149,0.089037625,294.4,0.006955088,-0.126773104,mugc-ch4_m2_d,11/2/22,SW_1,46.8,NA,NA,NA,10.1
SW 1-4,SW,1,4,ch4,0.004943431,0.809778299,292.55,0.01012201,0.718647426,mugc-ch4_m2_d,11/2/22,SW_1,46.2,NA,NA,10,9.8
SW 2-1,SW,2,1,ch4,-0.004949821,0.007001761,293.65,0.007588473,-0.537445734,mugc-ch4_m2_d,11/2/22,SW_2,34.6,NA,NA,5,10.6
SW 2-2,SW,2,2,ch4,-0.014809082,0.127099015,291.25,0.007145104,-1.526481263,mugc-ch4_m2_d,11/2/22,SW_2,37.3,NA,NA,5,10.8
SW 2-3,SW,2,3,ch4,-0.005131239,0.001100562,293.7,0.007081765,-0.51985297,mugc-ch4_m2_d,11/2/22,SW_2,41.5,NA,NA,NA,10.4
SW 2-4,SW,2,4,ch4,-0.0102381,0.153916903,292.15,0.008538549,-1.257240312,mugc-ch4_m2_d,11/2/22,SW_2,21.3,NA,NA,35,10.6
UP 1-1,UP,1,1,ch4,-0.006413119,0.241251076,293.5,0.009171934,-0.842059624,mugc-ch4_m2_d,11/2/22,UP_1,36.3,NA,NA,NA,10.3
UP 1-2,UP,1,2,ch4,-0.003300859,0.04615899,291.05,0.009551964,-0.455169049,mugc-ch4_m2_d,11/2/22,UP_1,34.2,NA,NA,5,10.4
UP 1-3,UP,1,3,ch4,-0.006972291,0.022817744,293.3,0.007968503,-0.795904403,mugc-ch4_m2_d,11/2/22,UP_1,37.7,NA,NA,NA,9.8
UP 1-4,UP,1,4,ch4,-0.005221716,0.004892826,291.95,0.007905165,-0.594068348,mugc-ch4_m2_d,11/2/22,UP_1,39.2,NA,NA,NA,11.1
UP 2-1,UP,2,1,ch4,9.70E-05,0.905859027,291.55,0.00891858,0.012464694,mugc-ch4_m2_d,11/2/22,UP_2,38.1,NA,NA,NA,11
UP 2-2,UP,2,2,ch4,-0.00428173,0.068560407,289.2,0.006765073,-0.420837303,mugc-ch4_m2_d,11/2/22,UP_2,38.5,NA,NA,5,11.1
UP 2-3,UP,2,3,ch4,-0.003162754,0.064416319,291.65,0.008981918,-0.409254352,mugc-ch4_m2_d,11/2/22,UP_2,42.5,NA,NA,NA,10.9
UP 2-4,UP,2,4,ch4,0.000387792,0.938324573,289.05,0.008475211,0.047774644,mugc-ch4_m2_d,11/2/22,UP_2,32.9,NA,NA,5,10.4
SW 1-1,SW,1,1,n2o,-0.000904757,0.437579756,294.15,0.006385043,-0.302402546,mugn-n2o_m2_d,11/2/22,SW_1,47.7,NA,NA,NA,9.6
SW 1-2,SW,1,2,n2o,-0.002403503,0.533487489,291.6,0.007651811,-0.971136063,mugn-n2o_m2_d,11/2/22,SW_1,46.3,NA,NA,NA,9.8
SW 1-3,SW,1,3,n2o,0.000245442,0.3922545,294.4,0.006955088,0.089283744,mugn-n2o_m2_d,11/2/22,SW_1,46.8,NA,NA,NA,10.1
SW 1-4,SW,1,4,n2o,0.00055064,0.85424417,292.55,0.01012201,0.293354633,mugn-n2o_m2_d,11/2/22,SW_1,46.2,NA,NA,10,9.8
SW 2-1,SW,2,1,n2o,-0.000266087,0.841809304,293.65,0.007588473,-0.105878379,mugn-n2o_m2_d,11/2/22,SW_2,34.6,NA,NA,5,10.6
SW 2-2,SW,2,2,n2o,-0.00136022,0.199775357,291.25,0.007145104,-0.513819502,mugn-n2o_m2_d,11/2/22,SW_2,37.3,NA,NA,5,10.8
SW 2-3,SW,2,3,n2o,0.000622836,0.36171099,293.7,0.007081765,0.23124381,mugn-n2o_m2_d,11/2/22,SW_2,41.5,NA,NA,NA,10.4
SW 2-4,SW,2,4,n2o,-0.001029249,0.207194876,292.15,0.008538549,-0.46318786,mugn-n2o_m2_d,11/2/22,SW_2,21.3,NA,NA,35,10.6
UP 1-1,UP,1,1,n2o,-0.000689825,0.131076384,293.5,0.009171934,-0.331933046,mugn-n2o_m2_d,11/2/22,UP_1,36.3,NA,NA,NA,10.3
UP 1-2,UP,1,2,n2o,-0.000184518,0.718840324,291.05,0.009551964,-0.093244241,mugn-n2o_m2_d,11/2/22,UP_1,34.2,NA,NA,5,10.4
UP 1-3,UP,1,3,n2o,0.000319721,0.533660138,293.3,0.007968503,0.133750151,mugn-n2o_m2_d,11/2/22,UP_1,37.7,NA,NA,NA,9.8
UP 1-4,UP,1,4,n2o,-9.12E-06,0.975482834,291.95,0.007905165,-0.003801805,mugn-n2o_m2_d,11/2/22,UP_1,39.2,NA,NA,NA,11.1
UP 2-1,UP,2,1,n2o,0.001102144,0.082624436,291.55,0.00891858,0.519134395,mugn-n2o_m2_d,11/2/22,UP_2,38.1,NA,NA,NA,11
UP 2-2,UP,2,2,n2o,NA,NA,289.2,0.006765073,NA,mugn-n2o_m2_d,11/2/22,UP_2,38.5,NA,NA,5,11.1
UP 2-3,UP,2,3,n2o,0.000431245,0.516645947,291.65,0.008981918,0.204498458,mugn-n2o_m2_d,11/2/22,UP_2,42.5,NA,NA,NA,10.9
UP 2-4,UP,2,4,n2o,0.000995043,0.492595398,289.05,0.008475211,0.449239605,mugn-n2o_m2_d,11/2/22,UP_2,32.9,NA,NA,5,10.4