chamber,gas,estimate,p.value,date,average_temp_kelvin,ecosystem_name,ecosystem_block,rep,total_vol_m3,flux,units
SW 1-1,co2,35.860805132210466,4.003676526431665e-6,2023-07-18,304.65,SW,1,1,0.006385043,3.0433132809132375,umol_m2_s1
SW 1-2,co2,32.020245687153405,1.651948052164956e-5,2023-07-18,303.3,SW,1,2,0.007651811,3.270999406940326,umol_m2_s1
SW 1-3,co2,29.635298560395757,1.8650145873446588e-5,2023-07-18,303.4,SW,1,3,0.006955088,2.7508083956989213,umol_m2_s1
SW 1-4,co2,24.13724539621527,1.240554691241242e-5,2023-07-18,303.95,SW,1,4,0.01012201,3.254740001472905,umol_m2_s1
SW 2-1,co2,51.056784563294805,8.123711324648758e-5,2023-07-18,307.1,SW,2,1,0.007588473,5.108483778831963,umol_m2_s1
SW 2-2,co2,34.26709223607671,9.142219131782417e-5,2023-07-18,307.15,SW,2,2,0.007145104,3.2277453922949277,umol_m2_s1
SW 2-3,co2,36.982624295342696,2.7464931560316336e-4,2023-07-18,306.9,SW,2,3,0.007081765,3.455463657234351,umol_m2_s1
SW 2-4,co2,43.57931072984134,9.302614783309678e-4,2023-07-18,307.45,SW,2,4,0.008538549,4.9006525879208205,umol_m2_s1
UP 1-1,co2,46.734457813097634,5.832470183193801e-5,2023-07-18,285,UP,1,1,0.009171934,6.089999415709552,umol_m2_s1
UP 1-2,co2,38.01838772837012,1.246202289334579e-4,2023-07-18,285,UP,1,2,0.009551964,5.159474779719745,umol_m2_s1
UP 1-3,co2,45.46728255599583,5.7938880712756325e-5,2023-07-18,285,UP,1,3,0.007968503,5.147482281518244,umol_m2_s1
UP 1-4,co2,40.03826649470567,1.8648573145354087e-4,2023-07-18,285,UP,1,4,0.007905165,4.496818163212596,umol_m2_s1
UP 2-1,co2,35.407973305184726,2.2730700529638797e-4,2023-07-18,306.55,UP,2,1,0.00891858,4.171184907390045,umol_m2_s1
UP 2-2,co2,34.6600000491566,3.0857539090550697e-4,2023-07-18,305.75,UP,2,2,0.006765073,3.105264239849907,umol_m2_s1
UP 2-3,co2,27.318345971453443,2.32361949224954e-4,2023-07-18,305.95,UP,2,3,0.008981918,3.2474091541059935,umol_m2_s1
UP 2-4,co2,36.42160775875697,4.231839021063809e-4,2023-07-18,306.25,UP,2,4,0.008475211,4.081290574780302,umol_m2_s1
SW 1-1,ch4,-0.0030157525895928,0.0491976713733188,2023-07-18,304.65,SW,1,1,0.006385043,-0.2559306706589421,nmol_m2_s1
SW 1-2,ch4,-0.02783298903724179,0.5634797561310807,2023-07-18,303.3,SW,1,2,0.007651811,-2.8432539688700955,nmol_m2_s1
SW 1-3,ch4,-8.549309740963937e-4,0.2767425492357562,2023-07-18,303.4,SW,1,3,0.006955088,-0.07935642343857699,nmol_m2_s1
SW 1-4,ch4,-9.98492782525853e-5,0.9143097808719128,2023-07-18,303.95,SW,1,4,0.01012201,-0.013463982103684687,nmol_m2_s1
SW 2-1,ch4,-0.00322003254357423,0.11707595542892296,2023-07-18,307.1,SW,2,1,0.007588473,-0.3221801795169386,nmol_m2_s1
SW 2-2,ch4,-0.00530851042694787,0.0132691522291819,2023-07-18,307.15,SW,2,2,0.007145104,-0.5000284223851124,nmol_m2_s1
SW 2-3,ch4,-0.01798000137472966,0.8493213280164649,2023-07-18,306.9,SW,2,3,0.007081765,-1.6799576149934305,nmol_m2_s1
SW 2-4,ch4,0.02284925766928902,0.1810072920451936,2023-07-18,307.45,SW,2,4,0.008538549,2.5694824414098427,nmol_m2_s1
UP 1-1,ch4,0.09495499119840212,0.13064668032021984,2023-07-18,285,UP,1,1,0.009171934,12.373650363713196,nmol_m2_s1
UP 1-2,ch4,-0.0086723776196604,3.801148490452732e-5,2023-07-18,285,UP,1,2,0.009551964,-1.176928225587383,nmol_m2_s1
UP 1-3,ch4,-0.0090540312162842,9.489519279816694e-6,2023-07-18,285,UP,1,3,0.007968503,-1.0250330048807825,nmol_m2_s1
UP 1-4,ch4,-0.01677481780627033,0.4166126940530001,2023-07-18,285,UP,1,4,0.007905165,-1.8840302540519123,nmol_m2_s1
UP 2-1,ch4,-0.00411645293422648,0.03064193656803554,2023-07-18,306.55,UP,2,1,0.00891858,-0.48493276368101856,nmol_m2_s1
UP 2-2,ch4,-0.12236308926996708,0.2790799124196217,2023-07-18,305.75,UP,2,2,0.006765073,-10.962773365513502,nmol_m2_s1
UP 2-3,ch4,-0.00211645121441149,0.3690810006876052,2023-07-18,305.95,UP,2,3,0.008981918,-0.25158854987342966,nmol_m2_s1
UP 2-4,ch4,-0.0019112211932081,0.20869389235745203,2023-07-18,306.25,UP,2,4,0.008475211,-0.21416542327912863,nmol_m2_s1
SW 1-1,n2o,0.00122189416026744,0.01467729004897788,2023-07-18,304.65,SW,1,1,0.006385043,0.10369557270403128,nmol_m2_s1
SW 1-2,n2o,0.00126481359465045,0.04551717441321984,2023-07-18,303.3,SW,1,2,0.007651811,0.12920589549540962,nmol_m2_s1
SW 1-3,n2o,9.17516268412884e-4,0.12269415428938676,2023-07-18,303.4,SW,1,3,0.006955088,0.08516571713279211,nmol_m2_s1
SW 1-4,n2o,7.514457239765121e-4,0.19419122530747404,2023-07-18,303.95,SW,1,4,0.01012201,0.10132723998180906,nmol_m2_s1
SW 2-1,n2o,4.552101444003762e-4,0.26964823689867395,2023-07-18,307.1,SW,2,1,0.007588473,0.04554602602806392,nmol_m2_s1
SW 2-2,n2o,-2.620096576159845e-5,0.9660218479274836,2023-07-18,307.15,SW,2,2,0.007145104,-0.0024679668157440112,nmol_m2_s1
SW 2-3,n2o,1.4258775673236173e-4,0.6720827454374573,2023-07-18,306.9,SW,2,3,0.007081765,0.013322656808248632,nmol_m2_s1
SW 2-4,n2o,-3.6687630825579256e-5,0.9258824935492916,2023-07-18,307.45,SW,2,4,0.008538549,-0.0041256580230155755,nmol_m2_s1
UP 1-1,n2o,7.80174586276009e-4,0.1652785992942127,2023-07-18,285,UP,1,1,0.009171934,0.10166508817912859,nmol_m2_s1
UP 1-2,n2o,3.624930431040145e-4,0.4343946082696208,2023-07-18,285,UP,1,2,0.009551964,0.04919392497865942,nmol_m2_s1
UP 1-3,n2o,7.81914809343101e-4,0.12214232570218198,2023-07-18,285,UP,1,3,0.007968503,0.08852283225401515,nmol_m2_s1
UP 1-4,n2o,6.283106568476311e-4,0.00198069480753449,2023-07-18,285,UP,1,4,0.007905165,0.0705674601128416,nmol_m2_s1
UP 2-1,n2o,5.527991542206143e-4,0.2669391900121817,2023-07-18,306.55,UP,2,1,0.00891858,0.06512170208186896,nmol_m2_s1
UP 2-2,n2o,3.1487711769447594e-4,0.04500698206686691,2023-07-18,305.75,UP,2,2,0.006765073,0.028210520834879783,nmol_m2_s1
UP 2-3,n2o,7.122416891792734e-4,0.19168438802532545,2023-07-18,305.95,UP,2,3,0.008981918,0.08466618673742606,nmol_m2_s1
UP 2-4,n2o,8.722802992132285e-4,0.01770089062638455,2023-07-18,306.25,UP,2,4,0.008475211,0.09774498114761399,nmol_m2_s1
