"chamber","gas","estimate","p.value","date","average_temp_kelvin","ecosystem_name","ecosystem_block","rep","total_vol_m3","flux","units","term","std.error","statistic","soil_moist_percent","soil_temp_c","plant_cover_percent","plant_biomass_g"
"124","SW 1-2","n2o",0.00118743960825107,0.0551416419688168,2023-06-15,303.05,"SW",1,2,0.007651811,0.121401892987788,"nmol_m2_s1","min_elapsed",0.000388487289427714,3.05657261013689,NA,NA,NA,NA
"125","SW 1-3","n2o",0.00100175141998235,0.0564193769236627,2023-06-15,303.365,"SW",1,3,0.006955088,0.0929953222693384,"nmol_m2_s1","min_elapsed",0.00033087612645493,3.02757237494077,NA,NA,NA,NA
"126","SW 1-4","n2o",0.000440716143598162,0.0114330920689432,2023-06-15,304.35,"SW",1,4,0.01012201,0.0593494087146385,"nmol_m2_s1","min_elapsed",7.91551827081133e-05,5.56774842177188,NA,NA,NA,NA
"127","SW 2-1","n2o",0.000436180748017716,0.570124422940813,2023-06-15,301.2,"SW",2,1,0.007588473,0.0444969147903314,"nmol_m2_s1","min_elapsed",0.000686096413172819,0.63574264439107,NA,NA,NA,NA
"128","SW 2-2","n2o",0.000310393164379339,0.41855403695254,2023-06-15,301,"SW",2,2,0.007145104,0.0298344604957805,"nmol_m2_s1","min_elapsed",0.000331803837163367,0.935471895180384,NA,NA,NA,NA
"129","SW 2-3","n2o",0.00107897339632604,0.0094092101254451,2023-06-15,301.9,"SW",2,3,0.007081765,0.102483303479819,"nmol_m2_s1","min_elapsed",0.000180765280127359,5.96891944938682,NA,NA,NA,NA
"130","SW 2-4","n2o",0.000574864584082928,0.449466473099684,2023-06-15,302.4,"SW",2,4,0.008538549,0.0657251859275013,"nmol_m2_s1","min_elapsed",0.000662627290946377,0.867553437562004,NA,NA,NA,NA
"131","UP 1-1","n2o",0.00216343838380787,0.000101114555172065,2023-06-15,300.55,"UP",1,1,0.009171934,0.267333079231143,"nmol_m2_s1","min_elapsed",7.75521725729118e-05,27.8965541780778,NA,NA,NA,NA
"132","UP 1-2","n2o",0.000458850936158202,0.542270153182569,2023-06-15,302.7,"UP",1,2,0.009551964,0.0586294553246987,"nmol_m2_s1","min_elapsed",0.000669404703617239,0.685461177190309,NA,NA,NA,NA
"133","UP 1-3","n2o",0.00176541666854985,0.0193391730391137,2023-06-15,301.45,"UP",1,3,0.007968503,0.188961207908382,"nmol_m2_s1","min_elapsed",0.000383982898894443,4.59764399308618,NA,NA,NA,NA
"134","UP 1-4","n2o",0.00134029610419297,0.00366897906858063,2023-06-15,301.4,"UP",1,4,0.007905165,0.142341791600013,"nmol_m2_s1","min_elapsed",0.000161552080419111,8.29637167603087,NA,NA,NA,NA
"135","UP 2-1","n2o",0.000843975038113065,0.200385929660297,2023-06-15,303.3,"UP",2,1,0.00891858,0.100488620726873,"nmol_m2_s1","min_elapsed",0.000515920378098711,1.63586296246586,NA,NA,NA,NA
"136","UP 2-2","n2o",0.000319941598292957,0.19276186958149,2023-06-15,302.65,"UP",2,2,0.006765073,0.0289578624247272,"nmol_m2_s1","min_elapsed",0.000191145943998028,1.67380793754252,NA,NA,NA,NA
"137","UP 2-3","n2o",0.00108128862056179,0.0439143787038188,2023-06-15,302.25,"UP",2,3,0.008981918,0.130109314961972,"nmol_m2_s1","min_elapsed",0.000322346786291551,3.35442655719175,NA,NA,NA,NA
"138","UP 2-4","n2o",0.000677409520945179,0.107189672850963,2023-06-15,301.75,"UP",2,4,0.008475211,0.077040398088791,"nmol_m2_s1","min_elapsed",0.000297446137116995,2.27741912371426,NA,NA,NA,NA
"139","SW 1-1","co2",40.9001940932855,9.50328459100581e-05,2023-07-06,304.15,"SW",1,1,0.006385043,3.47668509689586,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"140","SW 1-2","co2",33.0327667590618,0.00105768965388423,2023-07-06,304.05,"SW",1,2,0.007651811,3.36610887526247,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"141","SW 1-3","co2",30.1137613372634,0.00359267734434561,2023-07-06,304.75,"SW",1,3,0.006955088,2.78283784306141,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"142","SW 1-4","co2",23.2656818687234,0.000196485184640187,2023-07-06,306,"SW",1,4,0.01012201,3.11619841465709,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"143","SW 2-1","co2",64.5874027004759,9.34355802759244e-05,2023-07-06,304,"SW",2,1,0.007588473,6.52818737647102,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"144","SW 2-2","co2",39.1273088857253,0.000196262721971057,2023-07-06,303.45,"SW",2,2,0.007145104,3.73048564319102,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"145","SW 2-3","co2",26.1818356945052,0.00715127254743118,2023-07-06,303.85,"SW",2,3,0.007081765,2.47084979417206,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"146","SW 2-4","co2",57.5634048259368,0.000231671777200466,2023-07-06,304.3,"SW",2,4,0.008538549,6.54022332654156,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"147","UP 1-1","co2",58.8553527140322,2.58086341188936e-06,2023-07-06,304.1,"UP",1,1,0.009171934,7.18777458755205,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"148","UP 1-2","co2",50.3550793089628,8.73413326475611e-05,2023-07-06,303.15,"UP",1,2,0.009551964,6.42454492194909,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"149","UP 1-3","co2",71.4067823046559,4.62847308674651e-05,2023-07-06,303.8,"UP",1,3,0.007968503,7.58389682347869,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"150","UP 1-4","co2",50.0266553771784,0.0020252397132043,2023-07-06,303.15,"UP",1,4,0.007905165,5.28224835208263,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"151","UP 2-1","co2",43.1912342589153,0.000190262089580899,2023-07-06,291.3,"UP",2,1,0.00891858,5.3544494638521,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"152","UP 2-2","co2",48.5771196232939,0.00018499951121944,2023-07-06,291.55,"UP",2,2,0.006765073,4.56410033044262,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"153","UP 2-3","co2",35.4263331240587,3.8194294241176e-05,2023-07-06,291.5,"UP",2,3,0.008981918,4.41998413295817,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"154","UP 2-4","co2",48.0533277067058,3.19576540252821e-05,2023-07-06,291.4,"UP",2,4,0.008475211,5.65911372168007,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"155","SW 1-1","ch4",-0.0179523755337581,0.0856774119619744,2023-07-06,304.15,"SW",1,1,0.006385043,-1.52602592373372,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"156","SW 1-2","ch4",0.000553413550253794,0.707405353693468,2023-07-06,304.05,"SW",1,2,0.007651811,0.0563940125508493,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"157","SW 1-3","ch4",-0.0118867499450955,0.182934639293773,2023-07-06,304.75,"SW",1,3,0.006955088,-1.09846449295217,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"158","SW 1-4","ch4",-0.00431481761222328,0.577323703617775,2023-07-06,306,"SW",1,4,0.01012201,-0.577925370019789,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"159","SW 2-1","ch4",0.000323625892661475,0.979649890145192,2023-07-06,304,"SW",2,1,0.007588473,0.0327105655102654,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"160","SW 2-2","ch4",-0.020262077170166,0.0724487303628682,2023-07-06,303.45,"SW",2,2,0.007145104,-1.93183201546757,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"161","SW 2-3","ch4",-0.00137973068363519,0.906889135601373,2023-07-06,303.85,"SW",2,3,0.007081765,-0.130208871350773,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"162","SW 2-4","ch4",0.00440382631325857,0.63928760273314,2023-07-06,304.3,"SW",2,4,0.008538549,0.500352744371259,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"163","UP 1-1","ch4",-0.0246941923255906,0.0460193671835528,2023-07-06,304.1,"UP",1,1,0.009171934,-3.01580535793279,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"164","UP 1-2","ch4",-0.0129076098921655,0.259939255908198,2023-07-06,303.15,"UP",1,2,0.009551964,-1.64681539032849,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"165","UP 1-3","ch4",-0.00797587120193792,0.525815378388761,2023-07-06,303.8,"UP",1,3,0.007968503,-0.847092983615763,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"166","UP 1-4","ch4",-0.0139682313305621,0.262576671250281,2023-07-06,303.15,"UP",1,4,0.007905165,-1.47488706512708,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"167","UP 2-1","ch4",-0.00897317421658313,0.189406460360371,2023-07-06,291.3,"UP",2,1,0.00891858,-1.11241108751407,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"168","UP 2-2","ch4",0.000615622191723229,0.606082244186528,2023-07-06,291.55,"UP",2,2,0.006765073,0.0578412526403572,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"169","UP 2-3","ch4",-0.00381649572998455,0.000975119170129972,2023-07-06,291.5,"UP",2,3,0.008981918,-0.476166994505518,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"170","UP 2-4","ch4",-0.0094508010543679,0.127196676139239,2023-07-06,291.4,"UP",2,4,0.008475211,-1.11299592515376,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"171","SW 1-1","n2o",-0.000832467096152128,0.291573500209119,2023-07-06,304.15,"SW",1,1,0.006385043,-0.0707631347725905,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"172","SW 1-2","n2o",0.00086261419500382,0.0814009203576695,2023-07-06,304.05,"SW",1,2,0.007651811,0.0879022129423415,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"173","SW 1-3","n2o",-0.000293720729584313,0.665976868812403,2023-07-06,304.75,"SW",1,3,0.006955088,-0.0271429780034617,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"174","SW 1-4","n2o",-0.000261192368102179,0.732563028994462,2023-07-06,306,"SW",1,4,0.01012201,-0.0349840270314502,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"175","SW 2-1","n2o",-0.00165703221988028,0.497570222027307,2023-07-06,304,"SW",2,1,0.007588473,-0.167484933097465,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"176","SW 2-2","n2o",-0.00112662109371548,0.459443607497751,2023-07-06,303.45,"SW",2,2,0.007145104,-0.107414589326767,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"177","SW 2-3","n2o",0.00108120181105595,0.519520114806312,2023-07-06,303.85,"SW",2,3,0.007081765,0.102035903955609,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"178","SW 2-4","n2o",0.00152734835882047,0.380759197560862,2023-07-06,304.3,"SW",2,4,0.008538549,0.17353385183379,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"179","UP 1-1","n2o",-0.000511311773885098,0.635321656412054,2023-07-06,304.1,"UP",1,1,0.009171934,-0.0624445119291798,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"180","UP 1-2","n2o",-5.59089525866409e-05,0.96992076664588,2023-07-06,303.15,"UP",1,2,0.009551964,-0.00713313497588043,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"181","UP 1-3","n2o",0.000758570219995908,0.442284254443811,2023-07-06,303.8,"UP",1,3,0.007968503,0.0805654322479868,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"182","UP 1-4","n2o",0.000390109354843848,0.790280862463238,2023-07-06,303.15,"UP",1,4,0.007905165,0.0411911306326504,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"183","UP 2-1","n2o",0.000297839342889089,0.837705901613098,2023-07-06,291.3,"UP",2,1,0.00891858,0.0369233650579772,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"184","UP 2-2","n2o",-1.46870693348249e-05,0.97652498330775,2023-07-06,291.55,"UP",2,2,0.006765073,-0.00137993480313649,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"185","UP 2-3","n2o",0.00025400519761894,0.642793359444564,2023-07-06,291.5,"UP",2,3,0.008981918,0.031691085250993,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"186","UP 2-4","n2o",-0.00100943481904994,0.179795367166728,2023-07-06,291.4,"UP",2,4,0.008475211,-0.118878477480135,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"187","SW 1-1","co2",35.8608051322105,4.00367652643167e-06,2023-07-18,304.65,"SW",1,1,0.006385043,3.04331328091324,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"188","SW 1-2","co2",32.0202456871534,1.65194805216496e-05,2023-07-18,303.3,"SW",1,2,0.007651811,3.27099940694033,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"189","SW 1-3","co2",29.6352985603958,1.86501458734466e-05,2023-07-18,303.4,"SW",1,3,0.006955088,2.75080839569892,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"190","SW 1-4","co2",24.1372453962153,1.24055469124124e-05,2023-07-18,303.95,"SW",1,4,0.01012201,3.2547400014729,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"191","SW 2-1","co2",51.0567845632948,8.12371132464876e-05,2023-07-18,307.1,"SW",2,1,0.007588473,5.10848377883196,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"192","SW 2-2","co2",34.2670922360767,9.14221913178242e-05,2023-07-18,307.15,"SW",2,2,0.007145104,3.22774539229493,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"193","SW 2-3","co2",36.9826242953427,0.000274649315603163,2023-07-18,306.9,"SW",2,3,0.007081765,3.45546365723435,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"194","SW 2-4","co2",43.5793107298413,0.000930261478330968,2023-07-18,307.45,"SW",2,4,0.008538549,4.90065258792082,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"195","UP 1-1","co2",46.7344578130976,5.8324701831938e-05,2023-07-18,285,"UP",1,1,0.009171934,6.08999941570955,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"196","UP 1-2","co2",38.0183877283701,0.000124620228933458,2023-07-18,285,"UP",1,2,0.009551964,5.15947477971975,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"197","UP 1-3","co2",45.4672825559958,5.79388807127563e-05,2023-07-18,285,"UP",1,3,0.007968503,5.14748228151824,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"198","UP 1-4","co2",40.0382664947057,0.000186485731453541,2023-07-18,285,"UP",1,4,0.007905165,4.4968181632126,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"199","UP 2-1","co2",35.4079733051847,0.000227307005296388,2023-07-18,306.55,"UP",2,1,0.00891858,4.17118490739005,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"200","UP 2-2","co2",34.6600000491566,0.000308575390905507,2023-07-18,305.75,"UP",2,2,0.006765073,3.10526423984991,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"201","UP 2-3","co2",27.3183459714534,0.000232361949224954,2023-07-18,305.95,"UP",2,3,0.008981918,3.24740915410599,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"202","UP 2-4","co2",36.421607758757,0.000423183902106381,2023-07-18,306.25,"UP",2,4,0.008475211,4.0812905747803,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"203","SW 1-1","ch4",-0.0030157525895928,0.0491976713733188,2023-07-18,304.65,"SW",1,1,0.006385043,-0.255930670658942,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"204","SW 1-2","ch4",-0.0278329890372418,0.563479756131081,2023-07-18,303.3,"SW",1,2,0.007651811,-2.8432539688701,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"205","SW 1-3","ch4",-0.000854930974096394,0.276742549235756,2023-07-18,303.4,"SW",1,3,0.006955088,-0.079356423438577,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"206","SW 1-4","ch4",-9.98492782525853e-05,0.914309780871913,2023-07-18,303.95,"SW",1,4,0.01012201,-0.0134639821036847,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"207","SW 2-1","ch4",-0.00322003254357423,0.117075955428923,2023-07-18,307.1,"SW",2,1,0.007588473,-0.322180179516939,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"208","SW 2-2","ch4",-0.00530851042694787,0.0132691522291819,2023-07-18,307.15,"SW",2,2,0.007145104,-0.500028422385112,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"209","SW 2-3","ch4",-0.0179800013747297,0.849321328016465,2023-07-18,306.9,"SW",2,3,0.007081765,-1.67995761499343,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"210","SW 2-4","ch4",0.022849257669289,0.181007292045194,2023-07-18,307.45,"SW",2,4,0.008538549,2.56948244140984,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"211","UP 1-1","ch4",0.0949549911984021,0.13064668032022,2023-07-18,285,"UP",1,1,0.009171934,12.3736503637132,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"212","UP 1-2","ch4",-0.0086723776196604,3.80114849045273e-05,2023-07-18,285,"UP",1,2,0.009551964,-1.17692822558738,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"213","UP 1-3","ch4",-0.0090540312162842,9.48951927981669e-06,2023-07-18,285,"UP",1,3,0.007968503,-1.02503300488078,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"214","UP 1-4","ch4",-0.0167748178062703,0.416612694053,2023-07-18,285,"UP",1,4,0.007905165,-1.88403025405191,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"215","UP 2-1","ch4",-0.00411645293422648,0.0306419365680355,2023-07-18,306.55,"UP",2,1,0.00891858,-0.484932763681019,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"216","UP 2-2","ch4",-0.122363089269967,0.279079912419622,2023-07-18,305.75,"UP",2,2,0.006765073,-10.9627733655135,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"217","UP 2-3","ch4",-0.00211645121441149,0.369081000687605,2023-07-18,305.95,"UP",2,3,0.008981918,-0.25158854987343,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"218","UP 2-4","ch4",-0.0019112211932081,0.208693892357452,2023-07-18,306.25,"UP",2,4,0.008475211,-0.214165423279129,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"219","SW 1-1","n2o",0.00122189416026744,0.0146772900489779,2023-07-18,304.65,"SW",1,1,0.006385043,0.103695572704031,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"220","SW 1-2","n2o",0.00126481359465045,0.0455171744132198,2023-07-18,303.3,"SW",1,2,0.007651811,0.12920589549541,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"221","SW 1-3","n2o",0.000917516268412884,0.122694154289387,2023-07-18,303.4,"SW",1,3,0.006955088,0.0851657171327921,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"222","SW 1-4","n2o",0.000751445723976512,0.194191225307474,2023-07-18,303.95,"SW",1,4,0.01012201,0.101327239981809,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"223","SW 2-1","n2o",0.000455210144400376,0.269648236898674,2023-07-18,307.1,"SW",2,1,0.007588473,0.0455460260280639,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"224","SW 2-2","n2o",-2.62009657615984e-05,0.966021847927484,2023-07-18,307.15,"SW",2,2,0.007145104,-0.00246796681574401,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"225","SW 2-3","n2o",0.000142587756732362,0.672082745437457,2023-07-18,306.9,"SW",2,3,0.007081765,0.0133226568082486,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"226","SW 2-4","n2o",-3.66876308255793e-05,0.925882493549292,2023-07-18,307.45,"SW",2,4,0.008538549,-0.00412565802301557,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"227","UP 1-1","n2o",0.000780174586276009,0.165278599294213,2023-07-18,285,"UP",1,1,0.009171934,0.101665088179129,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"228","UP 1-2","n2o",0.000362493043104015,0.434394608269621,2023-07-18,285,"UP",1,2,0.009551964,0.0491939249786594,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"229","UP 1-3","n2o",0.000781914809343101,0.122142325702182,2023-07-18,285,"UP",1,3,0.007968503,0.0885228322540152,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"230","UP 1-4","n2o",0.000628310656847631,0.00198069480753449,2023-07-18,285,"UP",1,4,0.007905165,0.0705674601128416,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"231","UP 2-1","n2o",0.000552799154220614,0.266939190012182,2023-07-18,306.55,"UP",2,1,0.00891858,0.065121702081869,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"232","UP 2-2","n2o",0.000314877117694476,0.0450069820668669,2023-07-18,305.75,"UP",2,2,0.006765073,0.0282105208348798,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"233","UP 2-3","n2o",0.000712241689179273,0.191684388025325,2023-07-18,305.95,"UP",2,3,0.008981918,0.0846661867374261,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"234","UP 2-4","n2o",0.000872280299213229,0.0177008906263845,2023-07-18,306.25,"UP",2,4,0.008475211,0.097744981147614,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"235","SW 1-1","co2",35.8608051322105,4.00367652643167e-06,2023-08-02,307.2,"SW",1,1,0.006385043,3.01805140309316,"umol_m2_s1",NA,NA,NA,34.9,24.1,NA,NA
"236","SW 1-2","co2",32.0202456871534,1.65194805216496e-05,2023-08-02,307.25,"SW",1,2,0.007651811,3.22894750244101,"umol_m2_s1",NA,NA,NA,43.1,23.9,NA,NA
"237","SW 1-3","co2",29.6352985603958,1.86501458734466e-05,2023-08-02,304.85,"SW",1,3,0.006955088,2.73772434723652,"umol_m2_s1",NA,NA,NA,22.5,23.1,NA,NA
"238","SW 1-4","co2",24.1372453962153,1.24055469124124e-05,2023-08-02,306.15,"SW",1,4,0.01012201,3.23135137497204,"umol_m2_s1",NA,NA,NA,41.9,22.9,NA,NA
"239","SW 2-1","co2",51.0567845632948,8.12371132464876e-05,2023-08-02,305.65,"SW",2,1,0.007588473,5.13271836571011,"umol_m2_s1",NA,NA,NA,15.2,23.9,40,NA
"240","SW 2-2","co2",34.2670922360767,9.14221913178242e-05,2023-08-02,307.1,"SW",2,2,0.007145104,3.22827091254766,"umol_m2_s1",NA,NA,NA,33.2,23.2,15,NA
"241","SW 2-3","co2",36.9826242953427,0.000274649315603163,2023-08-02,307.75,"SW",2,3,0.007081765,3.4459197283679,"umol_m2_s1",NA,NA,NA,30.6,22.9,30,NA
"242","SW 2-4","co2",43.5793107298413,0.000930261478330968,2023-08-02,306.35,"SW",2,4,0.008538549,4.91824918608212,"umol_m2_s1",NA,NA,NA,24.1,22.4,45,NA
"243","UP 1-1","co2",46.7344578130976,5.8324701831938e-05,2023-08-02,307.7,"UP",1,1,0.009171934,5.64072094077745,"umol_m2_s1",NA,NA,NA,27.5,24.3,NA,NA
"244","UP 1-2","co2",38.0183877283701,0.000124620228933458,2023-08-02,307.05,"UP",1,2,0.009551964,4.7889604696959,"umol_m2_s1",NA,NA,NA,24.7,23.6,NA,NA
"245","UP 1-3","co2",45.4672825559958,5.79388807127563e-05,2023-08-02,307.45,"UP",1,3,0.007968503,4.77161310857928,"umol_m2_s1",NA,NA,NA,24.9,23.4,NA,NA
"246","UP 1-4","co2",40.0382664947057,0.000186485731453541,2023-08-02,307.2,"UP",1,4,0.007905165,4.17185278813669,"umol_m2_s1",NA,NA,NA,24.1,23.3,NA,NA
"247","UP 2-1","co2",35.4079733051847,0.000227307005296388,2023-08-02,307.05,"UP",2,1,0.00891858,4.16439255287549,"umol_m2_s1",NA,NA,NA,24.7,24.3,15,NA
"248","UP 2-2","co2",34.6600000491566,0.000308575390905507,2023-08-02,306.8,"UP",2,2,0.006765073,3.09463670578262,"umol_m2_s1",NA,NA,NA,27.2,24.1,35,NA
"249","UP 2-3","co2",27.3183459714534,0.000232361949224954,2023-08-02,305.9,"UP",2,3,0.008981918,3.2479399499795,"umol_m2_s1",NA,NA,NA,33.9,23.7,NA,NA
