"chamber","gas","estimate","p.value","date","average_temp_kelvin","ecosystem_name","ecosystem_block","rep","total_vol_m3","flux","units","term","std.error","statistic","soil_moist_percent","soil_temp_c","plant_cover_percent","plant_biomass_g"
"250","UP 2-4","co2",36.421607758757,0.000423183902106381,2023-08-02,306.15,"UP",2,4,0.008475211,4.08262367638892,"umol_m2_s1",NA,NA,NA,20.3,23.6,40,NA
"251","SW 1-1","ch4",-0.0030157525895928,0.0491976713733188,2023-08-02,307.2,"SW",1,1,0.006385043,-0.253806246146636,"nmol_m2_s1",NA,NA,NA,34.9,24.1,NA,NA
"252","SW 1-2","ch4",-0.0278329890372418,0.563479756131081,2023-08-02,307.25,"SW",1,2,0.007651811,-2.80670115136957,"nmol_m2_s1",NA,NA,NA,43.1,23.9,NA,NA
"253","SW 1-3","ch4",-0.000854930974096394,0.276742549235756,2023-08-02,304.85,"SW",1,3,0.006955088,-0.0789789695629465,"nmol_m2_s1",NA,NA,NA,22.5,23.1,NA,NA
"254","SW 1-4","ch4",-9.98492782525853e-05,0.914309780871913,2023-08-02,306.15,"SW",1,4,0.01012201,-0.0133672296600195,"nmol_m2_s1",NA,NA,NA,41.9,22.9,NA,NA
"255","SW 2-1","ch4",-0.00322003254357423,0.117075955428923,2023-08-02,305.65,"SW",2,1,0.007588473,-0.323708598493872,"nmol_m2_s1",NA,NA,NA,15.2,23.9,40,NA
"256","SW 2-2","ch4",-0.00530851042694787,0.0132691522291819,2023-08-02,307.1,"SW",2,2,0.007145104,-0.50010983372057,"nmol_m2_s1",NA,NA,NA,33.2,23.2,15,NA
"257","SW 2-3","ch4",-0.0179800013747297,0.849321328016465,2023-08-02,307.75,"SW",2,3,0.007081765,-1.67531760208443,"nmol_m2_s1",NA,NA,NA,30.6,22.9,30,NA
"258","SW 2-4","ch4",0.022849257669289,0.181007292045194,2023-08-02,306.35,"SW",2,4,0.008538549,2.57870859021203,"nmol_m2_s1",NA,NA,NA,24.1,22.4,45,NA
"259","UP 1-1","ch4",0.0949549911984021,0.13064668032022,2023-08-02,307.7,"UP",1,1,0.009171934,11.4608071292111,"nmol_m2_s1",NA,NA,NA,27.5,24.3,NA,NA
"260","UP 1-2","ch4",-0.0086723776196604,3.80114849045273e-05,2023-08-02,307.05,"UP",1,2,0.009551964,-1.09241017519102,"nmol_m2_s1",NA,NA,NA,24.7,23.6,NA,NA
"261","UP 1-3","ch4",-0.0090540312162842,9.48951927981669e-06,2023-08-02,307.45,"UP",1,3,0.007968503,-0.950185091530405,"nmol_m2_s1",NA,NA,NA,24.9,23.4,NA,NA
"262","UP 1-4","ch4",-0.0167748178062703,0.416612694053,2023-08-02,307.2,"UP",1,4,0.007905165,-1.74787963022394,"nmol_m2_s1",NA,NA,NA,24.1,23.3,NA,NA
"263","UP 2-1","ch4",-0.00411645293422648,0.0306419365680355,2023-08-02,307.05,"UP",2,1,0.00891858,-0.484143099516093,"nmol_m2_s1",NA,NA,NA,24.7,24.3,15,NA
"264","UP 2-2","ch4",-0.122363089269967,0.279079912419622,2023-08-02,306.8,"UP",2,2,0.006765073,-10.9252540955207,"nmol_m2_s1",NA,NA,NA,27.2,24.1,35,NA
"265","UP 2-3","ch4",-0.00211645121441149,0.369081000687605,2023-08-02,305.9,"UP",2,3,0.008981918,-0.251629672552389,"nmol_m2_s1",NA,NA,NA,33.9,23.7,NA,NA
"266","UP 2-4","ch4",-0.0019112211932081,0.208693892357452,2023-08-02,306.15,"UP",2,4,0.008475211,-0.21423537768817,"nmol_m2_s1",NA,NA,NA,20.3,23.6,40,NA
"267","SW 1-1","n2o",0.00122189416026744,0.0146772900489779,2023-08-02,307.2,"SW",1,1,0.006385043,0.102834818438422,"nmol_m2_s1",NA,NA,NA,34.9,24.1,NA,NA
"268","SW 1-2","n2o",0.00126481359465045,0.0455171744132198,2023-08-02,307.25,"SW",1,2,0.007651811,0.127544827026063,"nmol_m2_s1",NA,NA,NA,43.1,23.9,NA,NA
"269","SW 1-3","n2o",0.000917516268412884,0.122694154289387,2023-08-02,304.85,"SW",1,3,0.006955088,0.08476063171425,"nmol_m2_s1",NA,NA,NA,22.5,23.1,NA,NA
"270","SW 1-4","n2o",0.000751445723976512,0.194191225307474,2023-08-02,306.15,"SW",1,4,0.01012201,0.100599100416367,"nmol_m2_s1",NA,NA,NA,41.9,22.9,NA,NA
"271","SW 2-1","n2o",0.000455210144400376,0.269648236898674,2023-08-02,305.65,"SW",2,1,0.007588473,0.0457620958390919,"nmol_m2_s1",NA,NA,NA,15.2,23.9,40,NA
"272","SW 2-2","n2o",-2.62009657615984e-05,0.966021847927484,2023-08-02,307.1,"SW",2,2,0.007145104,-0.00246836863385142,"nmol_m2_s1",NA,NA,NA,33.2,23.2,15,NA
"273","SW 2-3","n2o",0.000142587756732362,0.672082745437457,2023-08-02,307.75,"SW",2,3,0.007081765,0.0132858598682421,"nmol_m2_s1",NA,NA,NA,30.6,22.9,30,NA
"274","SW 2-4","n2o",-3.66876308255793e-05,0.925882493549292,2023-08-02,306.35,"SW",2,4,0.008538549,-0.00414047187588097,"nmol_m2_s1",NA,NA,NA,24.1,22.4,45,NA
"275","UP 1-1","n2o",0.000780174586276009,0.165278599294213,2023-08-02,307.7,"UP",1,1,0.009171934,0.0941649338025728,"nmol_m2_s1",NA,NA,NA,27.5,24.3,NA,NA
"276","UP 1-2","n2o",0.000362493043104015,0.434394608269621,2023-08-02,307.05,"UP",1,2,0.009551964,0.045661190747168,"nmol_m2_s1",NA,NA,NA,24.7,23.6,NA,NA
"277","UP 1-3","n2o",0.000781914809343101,0.122142325702182,2023-08-02,307.45,"UP",1,3,0.007968503,0.082058894754901,"nmol_m2_s1",NA,NA,NA,24.9,23.4,NA,NA
"278","UP 1-4","n2o",0.000628310656847631,0.00198069480753449,2023-08-02,307.2,"UP",1,4,0.007905165,0.0654678585031245,"nmol_m2_s1",NA,NA,NA,24.1,23.3,NA,NA
"279","UP 2-1","n2o",0.000552799154220614,0.266939190012182,2023-08-02,307.05,"UP",2,1,0.00891858,0.0650156579488582,"nmol_m2_s1",NA,NA,NA,24.7,24.3,15,NA
"280","UP 2-2","n2o",0.000314877117694476,0.0450069820668669,2023-08-02,306.8,"UP",2,2,0.006765073,0.028113972442192,"nmol_m2_s1",NA,NA,NA,27.2,24.1,35,NA
"281","UP 2-3","n2o",0.000712241689179273,0.191684388025325,2023-08-02,305.9,"UP",2,3,0.008981918,0.0846800256041697,"nmol_m2_s1",NA,NA,NA,33.9,23.7,NA,NA
"282","UP 2-4","n2o",0.000872280299213229,0.0177008906263845,2023-08-02,306.15,"UP",2,4,0.008475211,0.097776908301345,"nmol_m2_s1",NA,NA,NA,20.3,23.6,40,NA
"283","SW 1-1","co2",35.8608051322105,4.00367652643167e-06,2023-08-18,301.75,"SW",1,1,0.006385043,3.07256136215482,"umol_m2_s1",NA,NA,NA,50.8,19.4,70,NA
"284","SW 1-2","co2",32.0202456871534,1.65194805216496e-05,2023-08-18,300,"SW",1,2,0.007651811,3.30698040041667,"umol_m2_s1",NA,NA,NA,53.9,20.1,90,NA
"285","SW 1-3","co2",29.6352985603958,1.86501458734466e-05,2023-08-18,284.35,"SW",1,3,0.006955088,2.93509853087762,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"286","SW 1-4","co2",24.1372453962153,1.24055469124124e-05,2023-08-18,284.35,"SW",1,4,0.01012201,3.47908641972108,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"287","SW 2-1","co2",51.0567845632948,8.12371132464876e-05,2023-08-18,273,"SW",2,1,0.007588473,5.7465764413161,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"288","SW 2-2","co2",34.2670922360767,9.14221913178242e-05,2023-08-18,273,"SW",2,2,0.007145104,3.63150914741167,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"289","SW 2-3","co2",36.9826242953427,0.000274649315603163,2023-08-18,273,"SW",2,3,0.007081765,3.88454870478103,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"290","SW 2-4","co2",43.5793107298413,0.000930261478330968,2023-08-18,273,"SW",2,4,0.008538549,5.51906827163464,"umol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"291","UP 1-1","co2",46.7344578130976,5.8324701831938e-05,2023-08-18,304.215,"UP",1,1,0.009171934,5.70533942598893,"umol_m2_s1",NA,NA,NA,43.1,20.1,80,NA
"292","UP 1-2","co2",38.0183877283701,0.000124620228933458,2023-08-18,302.565,"UP",1,2,0.009551964,4.85994848121933,"umol_m2_s1",NA,NA,NA,36.4,19.8,70,NA
"293","UP 1-3","co2",45.4672825559958,5.79388807127563e-05,2023-08-18,303.315,"UP",1,3,0.007968503,4.83666304084104,"umol_m2_s1",NA,NA,NA,39.9,20.1,10,NA
"294","UP 1-4","co2",40.0382664947057,0.000186485731453541,2023-08-18,302.465,"UP",1,4,0.007905165,4.2371619080409,"umol_m2_s1",NA,NA,NA,36.5,20.8,10,NA
"295","UP 2-1","co2",35.4079733051847,0.000227307005296388,2023-08-18,303.35,"UP",2,1,0.00891858,4.2151861986498,"umol_m2_s1",NA,NA,NA,40.6,21.6,20,NA
"296","UP 2-2","co2",34.6600000491566,0.000308575390905507,2023-08-18,304.25,"UP",2,2,0.006765073,3.12057367735122,"umol_m2_s1",NA,NA,NA,45.2,20.9,35,NA
"297","UP 2-3","co2",27.3183459714534,0.000232361949224954,2023-08-18,304.1,"UP",2,3,0.008981918,3.26716484938747,"umol_m2_s1",NA,NA,NA,43.9,21.2,10,NA
"298","UP 2-4","co2",36.421607758757,0.000423183902106381,2023-08-18,303.85,"UP",2,4,0.008475211,4.11352719607197,"umol_m2_s1",NA,NA,NA,36.6,21.3,30,NA
"299","SW 1-1","ch4",-0.0030157525895928,0.0491976713733188,2023-08-18,301.75,"SW",1,1,0.006385043,-0.258390319192201,"nmol_m2_s1",NA,NA,NA,50.8,19.4,70,NA
"300","SW 1-2","ch4",-0.0278329890372418,0.563479756131081,2023-08-18,300,"SW",1,2,0.007651811,-2.87452976252767,"nmol_m2_s1",NA,NA,NA,53.9,20.1,90,NA
"301","SW 1-3","ch4",-0.000854930974096394,0.276742549235756,2023-08-18,284.35,"SW",1,3,0.006955088,-0.0846728991428319,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"302","SW 1-4","ch4",-9.98492782525853e-05,0.914309780871913,2023-08-18,284.35,"SW",1,4,0.01012201,-0.0143920427656584,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"303","SW 2-1","ch4",-0.00322003254357423,0.117075955428923,2023-08-18,273,"SW",2,1,0.007588473,-0.362423198277113,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"304","SW 2-2","ch4",-0.00530851042694787,0.0132691522291819,2023-08-18,273,"SW",2,2,0.007145104,-0.562577765331821,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"305","SW 2-3","ch4",-0.0179800013747297,0.849321328016465,2023-08-18,273,"SW",2,3,0.007081765,-1.88856773641569,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"306","SW 2-4","ch4",0.022849257669289,0.181007292045194,2023-08-18,273,"SW",2,4,0.008538549,2.89372665425442,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"307","UP 1-1","ch4",0.0949549911984021,0.13064668032022,2023-08-18,304.215,"UP",1,1,0.009171934,11.5920988565924,"nmol_m2_s1",NA,NA,NA,43.1,20.1,80,NA
"308","UP 1-2","ch4",-0.0086723776196604,3.80114849045273e-05,2023-08-18,302.565,"UP",1,2,0.009551964,-1.10860325646524,"nmol_m2_s1",NA,NA,NA,36.4,19.8,70,NA
"309","UP 1-3","ch4",-0.0090540312162842,9.48951927981669e-06,2023-08-18,303.315,"UP",1,3,0.007968503,-0.963138672307743,"nmol_m2_s1",NA,NA,NA,39.9,20.1,10,NA
"310","UP 1-4","ch4",-0.0167748178062703,0.416612694053,2023-08-18,302.465,"UP",1,4,0.007905165,-1.7752421682006,"nmol_m2_s1",NA,NA,NA,36.5,20.8,10,NA
"311","UP 2-1","ch4",-0.00411645293422648,0.0306419365680355,2023-08-18,303.35,"UP",2,1,0.00891858,-0.490048256820228,"nmol_m2_s1",NA,NA,NA,40.6,21.6,20,NA
"312","UP 2-2","ch4",-0.122363089269967,0.279079912419622,2023-08-18,304.25,"UP",2,2,0.006765073,-11.0168215497313,"nmol_m2_s1",NA,NA,NA,45.2,20.9,35,NA
"313","UP 2-3","ch4",-0.00211645121441149,0.369081000687605,2023-08-18,304.1,"UP",2,3,0.008981918,-0.253119095145596,"nmol_m2_s1",NA,NA,NA,43.9,21.2,10,NA
"314","UP 2-4","ch4",-0.0019112211932081,0.208693892357452,2023-08-18,303.85,"UP",2,4,0.008475211,-0.215857037614722,"nmol_m2_s1",NA,NA,NA,36.6,21.3,30,NA
"315","SW 1-1","n2o",0.00122189416026744,0.0146772900489779,2023-08-18,301.75,"SW",1,1,0.006385043,0.104692149873349,"nmol_m2_s1",NA,NA,NA,50.8,19.4,70,NA
"316","SW 1-2","n2o",0.00126481359465045,0.0455171744132198,2023-08-18,300,"SW",1,2,0.007651811,0.130627160345859,"nmol_m2_s1",NA,NA,NA,53.9,20.1,90,NA
"317","SW 1-3","n2o",0.000917516268412884,0.122694154289387,2023-08-18,284.35,"SW",1,3,0.006955088,0.0908713858909412,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"318","SW 1-4","n2o",0.000751445723976512,0.194191225307474,2023-08-18,284.35,"SW",1,4,0.01012201,0.108311639150592,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"319","SW 2-1","n2o",0.000455210144400376,0.269648236898674,2023-08-18,273,"SW",2,1,0.007588473,0.0512351084000675,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"320","SW 2-2","n2o",-2.62009657615984e-05,0.966021847927484,2023-08-18,273,"SW",2,2,0.007145104,-0.00277668867199916,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"321","SW 2-3","n2o",0.000142587756732362,0.672082745437457,2023-08-18,273,"SW",2,3,0.007081765,0.0149770086976246,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"322","SW 2-4","n2o",-3.66876308255793e-05,0.925882493549292,2023-08-18,273,"SW",2,4,0.008538549,-0.00464627677353896,"nmol_m2_s1",NA,NA,NA,NA,NA,NA,NA
"323","UP 1-1","n2o",0.000780174586276009,0.165278599294213,2023-08-18,304.215,"UP",1,1,0.009171934,0.095243660342362,"nmol_m2_s1",NA,NA,NA,43.1,20.1,80,NA
"324","UP 1-2","n2o",0.000362493043104015,0.434394608269621,2023-08-18,302.565,"UP",1,2,0.009551964,0.0463380385005468,"nmol_m2_s1",NA,NA,NA,36.4,19.8,70,NA
"325","UP 1-3","n2o",0.000781914809343101,0.122142325702182,2023-08-18,303.315,"UP",1,3,0.007968503,0.0831775783999945,"nmol_m2_s1",NA,NA,NA,39.9,20.1,10,NA
"326","UP 1-4","n2o",0.000628310656847631,0.00198069480753449,2023-08-18,302.465,"UP",1,4,0.007905165,0.0664927384396867,"nmol_m2_s1",NA,NA,NA,36.5,20.8,10,NA
"327","UP 2-1","n2o",0.000552799154220614,0.266939190012182,2023-08-18,303.35,"UP",2,1,0.00891858,0.0658086625125991,"nmol_m2_s1",NA,NA,NA,40.6,21.6,20,NA
"328","UP 2-2","n2o",0.000314877117694476,0.0450069820668669,2023-08-18,304.25,"UP",2,2,0.006765073,0.0283496031068677,"nmol_m2_s1",NA,NA,NA,45.2,20.9,35,NA
"329","UP 2-3","n2o",0.000712241689179273,0.191684388025325,2023-08-18,304.1,"UP",2,3,0.008981918,0.0851812556143226,"nmol_m2_s1",NA,NA,NA,43.9,21.2,10,NA
"330","UP 2-4","n2o",0.000872280299213229,0.0177008906263845,2023-08-18,303.85,"UP",2,4,0.008475211,0.0985170329980477,"nmol_m2_s1",NA,NA,NA,36.6,21.3,30,NA
"331","SW 1-1","co2",7.64765022767693,2.06528217043796e-05,2023-05-18,295.65,"SW",1,1,0.006385043,0.668771783550341,"umol_m2_s1",NA,NA,NA,54.2,14,NA,NA
"332","SW 1-2","co2",15.735542151539,0.000218277809882185,2023-05-18,296.55,"SW",1,2,0.007651811,1.64403855490507,"umol_m2_s1",NA,NA,NA,53.6,13.9,NA,NA
"333","SW 1-3","co2",10.7817594716289,0.00261407694876035,2023-05-18,297.05,"SW",1,3,0.006955088,1.02217838477845,"umol_m2_s1",NA,NA,NA,52.1,13.6,NA,NA
"334","SW 1-4","co2",14.2977470213171,0.000105777495229952,2023-05-18,294.1,"SW",1,4,0.01012201,1.99252292786954,"umol_m2_s1",NA,NA,NA,53.4,13.7,NA,NA
"335","SW 2-1","co2",42.6010437255871,8.25069413317732e-05,2023-05-18,304.15,"SW",2,1,0.007588473,4.3037872369035,"umol_m2_s1",NA,NA,NA,46.2,14.8,80,NA
"336","SW 2-2","co2",28.1376743081376,6.26716682268518e-05,2023-05-18,304.35,"SW",2,2,0.007145104,2.67477606461105,"umol_m2_s1",NA,NA,NA,52.8,14.7,50,NA
"337","SW 2-3","co2",23.8879889964366,0.000171081134663562,2023-05-18,304.6,"SW",2,3,0.007081765,2.24882253116341,"umol_m2_s1",NA,NA,NA,52.9,15.1,10,NA
"338","SW 2-4","co2",33.5375228412766,0.00480098899181907,2023-05-18,303.95,"SW",2,4,0.008538549,3.81484494078246,"umol_m2_s1",NA,NA,NA,48.8,14.9,80,NA
"339","UP 1-1","co2",31.913173828839,7.41785647416611e-05,2023-05-18,297.45,"UP",1,1,0.009171934,3.98456510138901,"umol_m2_s1",NA,NA,NA,40.8,14.8,NA,NA
"340","UP 1-2","co2",29.8121162282155,6.38958845846386e-05,2023-05-18,297.6,"UP",1,2,0.009551964,3.87450777986054,"umol_m2_s1",NA,NA,NA,40.2,14.6,NA,NA
"341","UP 1-3","co2",32.7743022385992,0.000189315904720164,2023-05-18,298,"UP",1,3,0.007968503,3.5486070595828,"umol_m2_s1",NA,NA,NA,40.8,14.2,NA,NA
"342","UP 1-4","co2",31.8368192073441,1.24001626576252e-05,2023-05-18,295.95,"UP",1,4,0.007905165,3.44339026606709,"umol_m2_s1",NA,NA,NA,42.9,14.3,NA,NA
"343","UP 2-1","co2",23.1565266836806,0.000405929131272154,2023-05-18,301.5,"UP",2,1,0.00891858,2.77361256483495,"umol_m2_s1",NA,NA,NA,29.8,15.7,NA,NA
"344","UP 2-2","co2",22.239159693741,0.000379033349298322,2023-05-18,301.75,"UP",2,2,0.006765073,2.01886632205931,"umol_m2_s1",NA,NA,NA,28.3,15.8,NA,NA
"345","UP 2-3","co2",15.5168296324178,0.00179658053061448,2023-05-18,301.65,"UP",2,3,0.008981918,1.87082312463602,"umol_m2_s1",NA,NA,NA,33.9,15.6,NA,NA
"346","UP 2-4","co2",27.9011728787838,0.000156564934725809,2023-05-18,301.6,"UP",2,4,0.008475211,3.17472142969001,"umol_m2_s1",NA,NA,NA,22.3,15.8,NA,NA
"347","SW 1-1","ch4",0.0608347508000515,0.00132009614120519,2023-05-18,295.65,"SW",1,1,0.006385043,5.31987781647663,"nmol_m2_s1",NA,NA,NA,54.2,14,NA,NA
"348","SW 1-2","ch4",0.312042728453194,0.0145615717726252,2023-05-18,296.55,"SW",1,2,0.007651811,32.6020083333861,"nmol_m2_s1",NA,NA,NA,53.6,13.9,NA,NA
"349","SW 1-3","ch4",0.197883983164408,0.000230809811989492,2023-05-18,297.05,"SW",1,3,0.006955088,18.7606420655905,"nmol_m2_s1",NA,NA,NA,52.1,13.6,NA,NA
"350","SW 1-4","ch4",0.0775444126085558,0.000300170505747756,2023-05-18,294.1,"SW",1,4,0.01012201,10.8065291559824,"nmol_m2_s1",NA,NA,NA,53.4,13.7,NA,NA
"351","SW 2-1","ch4",0.000379377111948627,0.625999661906807,2023-05-18,304.15,"SW",2,1,0.007588473,0.0383267222957061,"nmol_m2_s1",NA,NA,NA,46.2,14.8,80,NA
"352","SW 2-2","ch4",0.00406709430927125,0.0221706498539573,2023-05-18,304.35,"SW",2,2,0.007145104,0.386619249047474,"nmol_m2_s1",NA,NA,NA,52.8,14.7,50,NA
"353","SW 2-3","ch4",0.000856224160512313,0.583717776904639,2023-05-18,304.6,"SW",2,3,0.007081765,0.0806052022283583,"nmol_m2_s1",NA,NA,NA,52.9,15.1,10,NA
"354","SW 2-4","ch4",0.00141731508428759,0.306252410125365,2023-05-18,303.95,"SW",2,4,0.008538549,0.161217550395066,"nmol_m2_s1",NA,NA,NA,48.8,14.9,80,NA
"355","UP 1-1","ch4",-0.00287054717012153,0.0364661301619955,2023-05-18,297.45,"UP",1,1,0.009171934,-0.358406285043989,"nmol_m2_s1",NA,NA,NA,40.8,14.8,NA,NA
"356","UP 1-2","ch4",-0.00407822934149418,0.0216256070678706,2023-05-18,297.6,"UP",1,2,0.009551964,-0.530023806116784,"nmol_m2_s1",NA,NA,NA,40.2,14.6,NA,NA
"357","UP 1-3","ch4",-0.0019860936673228,0.0830863964891401,2023-05-18,298,"UP",1,3,0.007968503,-0.215042442629149,"nmol_m2_s1",NA,NA,NA,40.8,14.2,NA,NA
"358","UP 1-4","ch4",-0.0041735604749173,0.055857079404307,2023-05-18,295.95,"UP",1,4,0.007905165,-0.45140180055605,"nmol_m2_s1",NA,NA,NA,42.9,14.3,NA,NA
"359","UP 2-1","ch4",-0.00226102556656217,0.000574135749362157,2023-05-18,301.5,"UP",2,1,0.00891858,-0.270818201990952,"nmol_m2_s1",NA,NA,NA,29.8,15.7,NA,NA
"360","UP 2-2","ch4",-0.00270647436433851,0.0663661005226326,2023-05-18,301.75,"UP",2,2,0.006765073,-0.245693183597115,"nmol_m2_s1",NA,NA,NA,28.3,15.8,NA,NA
"361","UP 2-3","ch4",-0.00500948003773276,0.0375186759209762,2023-05-18,301.65,"UP",2,3,0.008981918,-0.603979763843852,"nmol_m2_s1",NA,NA,NA,33.9,15.6,NA,NA
"362","UP 2-4","ch4",0.0105419003843485,0.238933785803702,2023-05-18,301.6,"UP",2,4,0.008475211,1.19950502458259,"nmol_m2_s1",NA,NA,NA,22.3,15.8,NA,NA
"363","SW 1-1","n2o",0.000689365578130823,9.2919185058727e-05,2023-05-18,295.65,"SW",1,1,0.006385043,0.0602836470653817,"nmol_m2_s1",NA,NA,NA,54.2,14,NA,NA
"364","SW 1-2","n2o",-0.0072825538473747,0.275272433684966,2023-05-18,296.55,"SW",1,2,0.007651811,-0.760876186403607,"nmol_m2_s1",NA,NA,NA,53.6,13.9,NA,NA
"365","SW 1-3","n2o",-0.00713379197936869,0.301814473161266,2023-05-18,297.05,"SW",1,3,0.006955088,-0.676328198751301,"nmol_m2_s1",NA,NA,NA,52.1,13.6,NA,NA
"366","SW 1-4","n2o",-0.00747392533953147,0.288453956918933,2023-05-18,294.1,"SW",1,4,0.01012201,-1.04156043452151,"nmol_m2_s1",NA,NA,NA,53.4,13.7,NA,NA
"367","SW 2-1","n2o",0.0057451218371634,0.532596722760298,2023-05-18,304.15,"SW",2,1,0.007588473,0.580403198487567,"nmol_m2_s1",NA,NA,NA,46.2,14.8,80,NA
"368","SW 2-2","n2o",0.00441448343775797,0.699138090996544,2023-05-18,304.35,"SW",2,2,0.007145104,0.419642167566139,"nmol_m2_s1",NA,NA,NA,52.8,14.7,50,NA
"369","SW 2-3","n2o",-0.00789306420065853,0.263077501211641,2023-05-18,304.6,"SW",2,3,0.007081765,-0.743055458415024,"nmol_m2_s1",NA,NA,NA,52.9,15.1,10,NA
"370","SW 2-4","n2o",0.0111084125535994,0.0978824423609287,2023-05-18,303.95,"SW",2,4,0.008538549,1.26356593570672,"nmol_m2_s1",NA,NA,NA,48.8,14.9,80,NA
"371","UP 1-1","n2o",0.00132316838097299,0.881912456097953,2023-05-18,297.45,"UP",1,1,0.009171934,0.16520608643826,"nmol_m2_s1",NA,NA,NA,40.8,14.8,NA,NA
"372","UP 1-2","n2o",-0.000418335254047575,0.4091413706132,2023-05-18,297.6,"UP",1,2,0.009551964,-0.0543686058376234,"nmol_m2_s1",NA,NA,NA,40.2,14.6,NA,NA
"373","UP 1-3","n2o",0.000248653017429484,0.606944973403624,2023-05-18,298,"UP",1,3,0.007968503,0.0269226739478113,"nmol_m2_s1",NA,NA,NA,40.8,14.2,NA,NA
"374","UP 1-4","n2o",-0.000381283909949319,0.157654894047247,2023-05-18,295.95,"UP",1,4,0.007905165,-0.0412387084142069,"nmol_m2_s1",NA,NA,NA,42.9,14.3,NA,NA
"375","UP 2-1","n2o",0.000298794579816857,0.45053250482495,2023-05-18,301.5,"UP",2,1,0.00891858,0.0357886315251527,"nmol_m2_s1",NA,NA,NA,29.8,15.7,NA,NA
"376","UP 2-2","n2o",0.00892211806574014,0.117326906461737,2023-05-18,301.75,"UP",2,2,0.006765073,0.809948034566662,"nmol_m2_s1",NA,NA,NA,28.3,15.8,NA,NA
"377","UP 2-3","n2o",-0.000428634659804288,0.273467780178887,2023-05-18,301.65,"UP",2,3,0.008981918,-0.0516793476875602,"nmol_m2_s1",NA,NA,NA,33.9,15.6,NA,NA
"378","UP 2-4","n2o",-0.000156940603823622,0.333630751669406,2023-05-18,301.6,"UP",2,4,0.008475211,-0.0178574105222009,"nmol_m2_s1",NA,NA,NA,22.3,15.8,NA,NA
